ID,Date,Temp,RH,HrlyPcp,WindSpd,WindDir,CloudCov
VLYC1,9/12/20 14:54,86,9,0,5,305,0
VLYC1,9/12/20 15:54,87,9,0,5.99,359,0
VLYC1,9/12/20 16:54,86,9,0,5.99,21,0
VLYC1,9/12/20 17:54,84,10,0,5,29,0
VLYC1,9/12/20 18:54,75,15,0,0,29,0
VLYC1,9/12/20 19:54,67,19,0,1,101,0
VLYC1,9/12/20 20:54,67,19,0,1,163,0
VLYC1,9/12/20 21:54,63,21,0,1,181,0
VLYC1,9/12/20 22:54,62,20,0,3,85,0
VLYC1,9/12/20 23:54,58,24,0,2,120,0
VLYC1,9/13/20 0:54,57,24,0,2,99,0
VLYC1,9/13/20 1:54,56,25,0,3,91,0
VLYC1,9/13/20 2:54,56,26,0,1,149,0
VLYC1,9/13/20 3:54,54,28,0,4,101,0
VLYC1,9/13/20 4:54,55,27,0,3,65,0
VLYC1,9/13/20 5:54,53,30,0,2,99,0
VLYC1,9/13/20 6:54,54,30,0,3,86,0
VLYC1,9/13/20 7:54,68,24,0,1,46,0
VLYC1,9/13/20 8:54,79,21,0,1,247,0
VLYC1,9/13/20 9:54,83,14,0,4,273,0
VLYC1,9/13/20 10:54,86,11,0,5.99,303,0
VLYC1,9/13/20 11:54,88,10,0,4,35,0
VLYC1,9/13/20 13:54,92,11,0,4,228,0
VLYC1,9/13/20 14:54,94,9,0,7,60,0
VLYC1,9/13/20 15:54,94,9,0,7,63,0
VLYC1,9/13/20 16:54,93,9,0,5,334,0
VLYC1,9/13/20 17:54,87,14,0,5,273,0
VLYC1,9/13/20 18:54,79,18,0,1,169,0
VLYC1,9/13/20 19:54,77,18,0,4,76,0
VLYC1,9/13/20 20:54,74,20,0,2,167,0
VLYC1,9/13/20 21:54,70,22,0,1,67,0
VLYC1,9/13/20 22:54,70,22,0,1,291,0
VLYC1,9/13/20 23:54,69,22,0,1,323,0
VLYC1,9/14/20 0:54,65,25,0,0,323,0
VLYC1,9/14/20 1:54,64,26,0,2,145,0
VLYC1,9/14/20 2:54,62,28,0,2,123,0
VLYC1,9/14/20 3:54,61,30,0,2,135,0
VLYC1,9/14/20 4:54,59,31,0,5,94,0
VLYC1,9/14/20 5:54,58,34,0,5,87,0
VLYC1,9/14/20 6:54,58,34,0,4,96,0
VLYC1,9/14/20 7:54,67,27,0,2,108,0
VLYC1,9/14/20 8:54,76,22,0,1,53,0
VLYC1,9/14/20 9:54,83,18,0,2,263,0
VLYC1,9/14/20 11:54,87,14,0,7,334,0
VLYC1,9/14/20 12:54,89,12,0,3,310,0
VLYC1,9/14/20 13:54,91,11,0,3,319,0
VLYC1,9/14/20 14:54,91,12,0,5,263,0
VLYC1,9/14/20 15:54,91,12,0,5,283,0
VLYC1,9/14/20 16:54,89,12,0,5.99,313,0
VLYC1,9/14/20 17:54,84,17,0,4,267,0
VLYC1,9/14/20 18:54,82,15,0,5.99,149,0
VLYC1,9/14/20 19:54,80,17,0,7,150,0
VLYC1,9/14/20 20:54,76,19,0,5,59,0
VLYC1,9/14/20 21:54,72,20,0,3,136,0
VLYC1,9/14/20 22:54,68,25,0,2,210,0
VLYC1,9/14/20 23:54,65,27,0,1,327,0
VLYC1,9/15/20 0:54,66,28,0,2,127,0
VLYC1,9/15/20 1:54,61,33,0,2,136,0
VLYC1,9/15/20 2:54,60,34,0,3,103,0
VLYC1,9/15/20 3:54,60,34,0,3,103,0
VLYC1,9/15/20 4:54,56,39,0,2,92,0
VLYC1,9/15/20 5:54,55,40,0,4,79,0
VLYC1,9/15/20 6:54,55,40,0,3,84,0
VLYC1,9/15/20 7:54,63,33,0,2,101,0
VLYC1,9/15/20 8:54,76,19,0,0,101,0
VLYC1,9/15/20 9:54,81,19,0,4,260,0
VLYC1,9/15/20 10:54,85,15,0,5,333,0
VLYC1,9/15/20 11:54,87,14,0,5,317,0
VLYC1,9/15/20 12:54,89,13,0,3,9,0
VLYC1,9/15/20 13:54,88,14,0,5.99,275,0
VLYC1,9/15/20 14:54,88,14,0,5,275,0
VLYC1,9/15/20 15:54,86,16,0,5.99,281,0
VLYC1,9/15/20 16:54,85,16,0,3,281,0
VLYC1,9/15/20 17:54,83,18,0,1,269,0
VLYC1,9/15/20 18:54,74,21,0,2,146,0
VLYC1,9/15/20 19:54,69,24,0,3,86,0
VLYC1,9/15/20 20:54,67,18,0,3,130,0
VLYC1,9/15/20 21:54,69,15,0,2,135,0
VLYC1,9/15/20 22:54,63,19,0,3,119,0
VLYC1,9/15/20 23:54,61,19,0,1,84,0
VLYC1,9/16/20 0:54,61,20,0,2,110,0
VLYC1,9/16/20 1:54,59,22,0,4,92,0
VLYC1,9/16/20 2:54,60,22,0,4,68,0
VLYC1,9/16/20 3:54,62,21,0,4,86,0
VLYC1,9/16/20 4:54,58,24,0,2,109,0
VLYC1,9/16/20 5:54,55,28,0,3,115,0
VLYC1,9/16/20 6:54,56,28,0,4,91,0
VLYC1,9/16/20 7:54,65,26,0,2,78,0
VLYC1,9/16/20 8:54,77,18,0,0,78,0
VLYC1,9/16/20 9:54,84,12,0,2,241,0
VLYC1,9/16/20 10:54,87,10,0,3,319,0
VLYC1,9/16/20 11:54,87,11,0,5,280,0
VLYC1,9/16/20 12:54,89,13,0,5,280,0
VLYC1,9/16/20 13:54,88,12,0,5,284,0
VLYC1,9/16/20 14:54,88,12,0,3,287,0
VLYC1,9/16/20 15:54,88,11,0,2,290,0
VLYC1,9/16/20 16:54,85,13,0,0,290,0
VLYC1,9/16/20 17:54,81,13,0,2,73,0
VLYC1,9/16/20 18:54,73,19,0,3,91,0
VLYC1,9/16/20 19:54,71,16,0,2,81,0
VLYC1,9/16/20 20:54,67,16,0,3,105,0
VLYC1,9/16/20 21:54,66,13,0,3,104,0
VLYC1,9/16/20 22:54,63,14,0,3,102,0
VLYC1,9/16/20 23:54,63,14,0,2,84,0
VLYC1,9/17/20 0:54,60,16,0,3,118,0
VLYC1,9/17/20 1:54,61,16,0,4,113,0
VLYC1,9/17/20 2:54,61,16,0,3,115,0
VLYC1,9/17/20 3:54,62,16,0,4,100,0
VLYC1,9/17/20 4:54,60,18,0,2,83,0
VLYC1,9/17/20 5:54,58,21,0,3,100,0
VLYC1,9/17/20 6:54,60,20,0,3,95,0
VLYC1,9/17/20 7:54,64,21,0,1,87,0
VLYC1,9/17/20 8:54,70,24,0,0,87,0
VLYC1,9/17/20 9:54,76,25,0,0,87,0
VLYC1,9/17/20 10:54,82,13,0,3,276,0
VLYC1,9/17/20 11:54,83,8,0,3,333,0
VLYC1,9/17/20 12:54,84,9,0,1,198,0
VLYC1,9/17/20 13:54,83,9,0,0,198,0
VLYC1,9/17/20 14:54,82,13,0,1,201,0
VLYC1,9/17/20 15:54,81,13,0,0,201,0
VLYC1,9/17/20 16:54,80,9,0,1,88,0
VLYC1,9/17/20 17:54,84,15,0,5.99,150,0
VLYC1,9/17/20 18:54,84,11,0,8,157,0
VLYC1,9/17/20 19:54,77,16,0,0,157,0
VLYC1,9/17/20 21:54,70,19,0,1,205,0
VLYC1,9/17/20 22:54,65,22,0,3,72,0
VLYC1,9/17/20 23:54,66,19,0,5.99,76,0
VLYC1,9/18/20 0:54,64,21,0,3,91,0
VLYC1,9/18/20 1:54,63,24,0,4,107,0
VLYC1,9/18/20 2:54,61,26,0,2,89,0
VLYC1,9/18/20 3:54,64,26,0,3,92,0
VLYC1,9/18/20 4:54,65,25,0,2,164,0
VLYC1,9/18/20 5:54,63,26,0,1,176,0
VLYC1,9/18/20 6:54,61,28,0,2,163,0
VLYC1,9/18/20 7:54,68,21,0,4,125,0
VLYC1,9/18/20 8:54,72,24,0,1,156,0
VLYC1,9/18/20 9:54,78,19,0,2,220,0
VLYC1,9/18/20 10:54,78,19,0,2,239,0
VLYC1,9/18/20 11:54,83,13,0,3,74,0
VLYC1,9/18/20 12:54,88,12,0,3,125,0
VLYC1,9/18/20 13:54,87,12,0,4,149,0
VLYC1,9/18/20 14:54,89,11,0,9,213,0
VLYC1,9/18/20 15:54,89,11,0,10,240,0
VLYC1,9/18/20 16:54,89,11,0,11,222,0
VLYC1,9/18/20 17:54,87,12,0,11,243,0
VLYC1,9/18/20 18:54,84,18,0,5,239,0
VLYC1,9/18/20 19:54,82,24,0,3,223,0
VLYC1,9/18/20 20:54,79,26,0,2,270,0
VLYC1,9/18/20 21:54,77,29,0,4,248,0
VLYC1,9/18/20 22:54,76,32,0,4,252,0
VLYC1,9/18/20 23:54,74,35,0,1,239,0
VLYC1,9/19/20 0:54,71,36,0,2,53,0
VLYC1,9/19/20 1:54,69,39,0,2,98,0
VLYC1,9/19/20 2:54,66,45,0,2,311,0
VLYC1,9/19/20 3:54,66,43,0,1,117,0
VLYC1,9/19/20 4:54,65,46,0,3,232,0
VLYC1,9/19/20 5:54,63,47,0,3,100,0
VLYC1,9/19/20 6:54,60,52,0,2,134,0
VLYC1,9/19/20 7:54,64,50,0,2,268,0
VLYC1,9/19/20 8:54,73,37,0,1,194,0
VLYC1,9/19/20 9:54,79,32,0,3,301,0
VLYC1,9/19/20 10:54,80,33,0,5.99,356,0
VLYC1,9/19/20 11:54,83,28,0,4,335,0
VLYC1,9/19/20 12:54,83,26,0,8,356,0
VLYC1,9/19/20 13:54,87,22,0,5.99,19,0
VLYC1,9/19/20 14:54,114,12,0,8,3,0
VLYC1,9/19/20 15:54,90,15,0,5,193,0
VLYC1,9/19/20 16:54,86,13,0,10,147,0
VLYC1,9/19/20 17:54,85,9,0,9,149,0
VLYC1,9/19/20 18:54,82,10,0,3,154,0
VLYC1,9/19/20 19:54,80,14,0,5.99,137,0
VLYC1,9/19/20 20:54,75,14,0,2,161,0
VLYC1,9/19/20 21:54,69,24,0,1,251,0
VLYC1,9/19/20 22:54,67,25,0,2,72,0
VLYC1,9/19/20 23:54,62,28,0,0,72,0
